"Уникальный идентификатор объявления";"Способ размещения";"Номер объявления на Авито";"Номер телефона";Адрес;"Способ связи";Категория;"Описание объявления";"Ссылки на фото";"Название объявления";Цена;"Вид товара";"Вид объявления";"Тип товара";"Вид запчасти";"Тип детали двигателя";Состояние;Происхождение;Доступность;Производитель;"Номер детали OEM";TypeID;AvitoDateEnd;AvitoStatus;"Название компании";Почта
8204340701;Package;8204340701;;"Воронежская обл., Воронеж, ул. Антонова-Овсеенко, 27";;"Запчасти и аксессуары";"Двигатель Opel Antara A24XE
Местоположение: Воронежская обл., Воронеж, ул. Антонова-Овсеенко, 27";;"Двигатель Opel Antara A24XE";161100;;;;;;new;;;;;;17.10_26;active;;
8204340668;Package;8204340668;;"Кемеровская обл., Кемеровский г.о., Кемерово, Советский пр-т";;"Запчасти и аксессуары";"Двигатель Hyundai Sonata G4NG
Местоположение: Кемеровская обл., Кемеровский г.о., Кемерово, Советский пр-т";;"Двигатель Hyundai Sonata G4NG";206100;;;;;;new;;;;;;17.10_26;active;;
8204339479;Package;8204339479;;"Краснодарский край, Краснодар, Новороссийская ул., 57/6";;"Запчасти и аксессуары";"Двигатель Opel Astra Z16XER
Местоположение: Краснодарский край, Краснодар, Новороссийская ул., 57/6";;"Двигатель Opel Astra Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
8204339125;Package;8204339125;;"Новосибирская обл., Новосибирск, Красный пр-т";;"Запчасти и аксессуары";"Двигатель Seat Leon CHP
Местоположение: Новосибирская обл., Новосибирск, Красный пр-т";;"Двигатель Seat Leon CHP";130500;;;;;;new;;;;;;17.10_26;active;;
8204338929;Package;8204338929;;"Новосибирская обл., Новосибирск, Красный пр-т";;"Запчасти и аксессуары";"Двигатель Chevrolet Captiva A24XE
Местоположение: Новосибирская обл., Новосибирск, Красный пр-т";;"Двигатель Chevrolet Captiva A24XE";161100;;;;;;new;;;;;;17.10_26;active;;
8204338915;Package;8204338915;;"Воронежская обл., Воронеж, ул. Антонова-Овсеенко, 27";;"Запчасти и аксессуары";"Двигатель Great Wall GW2.8TC
Местоположение: Воронежская обл., Воронеж, ул. Антонова-Овсеенко, 27";;"Двигатель Great Wall GW2.8TC";139500;;;;;;new;;;;;;17.10_26;active;;
8204338127;Package;8204338127;;"Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Запчасти и аксессуары";"Двигатель Hyundai Starex G4KG
Местоположение: Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Двигатель Hyundai Starex G4KG";207000;;;;;;new;;;;;;17.10_26;active;;
8204337298;Package;8204337298;;"Свердловская обл., Екатеринбург, Ветеринарная ул., 9";;"Запчасти и аксессуары";"Двигатель Opel Astra Z18XER
Местоположение: Свердловская обл., Екатеринбург, Ветеринарная ул., 9";;"Двигатель Opel Astra Z18XER";107100;;;;;;new;;;;;;17.10_26;active;;
8204336690;Package;8204336690;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Opel Astra Z16XER
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Opel Astra Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
8204335842;Package;8204335842;;"Пермский край, Пермь, Маршрутная ул., 19";;"Запчасти и аксессуары";"Двигатель Volkswagen Golf CXS
Местоположение: Пермский край, Пермь, Маршрутная ул., 19";;"Двигатель Volkswagen Golf CXS";134100;;;;;;new;;;;;;17.10_26;active;;
8204333977;Package;8204333977;;"Рязанская обл., Рязань, Почтовая ул.";;"Запчасти и аксессуары";"Двигатель Seat Leon CXS
Местоположение: Рязанская обл., Рязань, Почтовая ул.";;"Двигатель Seat Leon CXS";134100;;;;;;new;;;;;;17.10_26;active;;
8204332292;Package;8204332292;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Ford Kuga jtma
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Ford Kuga jtma";215100;;;;;;new;;;;;;17.10_26;active;;
8204331635;Package;8204331635;;"Воронежская обл., Воронеж, ул. Антонова-Овсеенко, 27";;"Запчасти и аксессуары";"Двигатель Opel Insignia Z16XER
Местоположение: Воронежская обл., Воронеж, ул. Антонова-Овсеенко, 27";;"Двигатель Opel Insignia Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
8204331424;Package;8204331424;;"Республика Татарстан (Татарстан), Казань, ул. Восстания, 100к8400";;"Запчасти и аксессуары";"Двигатель Opel Insignia Z18XER
Местоположение: Республика Татарстан (Татарстан), Казань, ул. Восстания, 100к8400";;"Двигатель Opel Insignia Z18XER";107100;;;;;;new;;;;;;17.10_26;active;;
8204329514;Package;8204329514;;"Новосибирская обл., Новосибирск, Красный пр-т";;"Запчасти и аксессуары";"Двигатель Senova D20 A151A1
Местоположение: Новосибирская обл., Новосибирск, Красный пр-т";;"Двигатель Senova D20 A151A1";107100;;;;;;new;;;;;;17.10_26;active;;
8204328579;Package;8204328579;;"Кировская обл., Киров, Театральная пл.";;"Запчасти и аксессуары";"Двигатель JAC M5 HFC4GA31D
Местоположение: Кировская обл., Киров, Театральная пл.";;"Двигатель JAC M5 HFC4GA31D";157500;;;;;;new;;;;;;17.10_26;active;;
8204324354;Package;8204324354;;"Республика Татарстан (Татарстан), Казань, ул. Восстания, 100к8400";;"Запчасти и аксессуары";"Двигатель Senova D20 A151A1
Местоположение: Республика Татарстан (Татарстан), Казань, ул. Восстания, 100к8400";;"Двигатель Senova D20 A151A1";107100;;;;;;new;;;;;;17.10_26;active;;
8204323391;Package;8204323391;;"Тюменская обл., Ханты-Мансийский АО — Югра, Сургут, ДПК Север, Межозёрная ул., 27";;"Запчасти и аксессуары";"Двигатель Toyota 4Runner 2TR
Местоположение: Тюменская обл., Ханты-Мансийский АО — Югра, Сургут, ДПК Север, Межозёрная ул., 27";;"Двигатель Toyota 4Runner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8204319644;Package;8204319644;;"Нижегородская обл., Нижний Новгород, ГСК Лада, 226";;"Запчасти и аксессуары";"Двигатель Hyundai Santa Fe G4KH
Местоположение: Нижегородская обл., Нижний Новгород, ГСК Лада, 226";;"Двигатель Hyundai Santa Fe G4KH";148500;;;;;;new;;;;;;17.10_26;active;;
8204318772;Package;8204318772;;"Новосибирская обл., Новосибирск, Красный пр-т";;"Запчасти и аксессуары";"Двигатель Opel Astra Z16XER
Местоположение: Новосибирская обл., Новосибирск, Красный пр-т";;"Двигатель Opel Astra Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
8204317237;Package;8204317237;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Ford C-Max 1.8 qqdb
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Ford C-Max 1.8 qqdb";152100;;;;;;new;;;;;;17.10_26;active;;
8204317229;Package;8204317229;;"Пермский край, Пермь, Маршрутная ул., 19";;"Запчасти и аксессуары";"Двигатель JAC M5 HFC4GA31D
Местоположение: Пермский край, Пермь, Маршрутная ул., 19";;"Двигатель JAC M5 HFC4GA31D";157500;;;;;;new;;;;;;17.10_26;active;;
8204315044;Package;8204315044;;"Республика Крым, Симферополь, Киевская ул., 146В";;"Запчасти и аксессуары";"Двигатель Skoda Superb BZB
Местоположение: Республика Крым, Симферополь, Киевская ул., 146В";;"Двигатель Skoda Superb BZB";161100;;;;;;new;;;;;;17.10_26;active;;
8204312312;Package;8204312312;;"Рязанская обл., Рязань, Почтовая ул.";;"Запчасти и аксессуары";"Двигатель Opel Insignia Z16XER
Местоположение: Рязанская обл., Рязань, Почтовая ул.";;"Двигатель Opel Insignia Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
